,TREE_NUMBER,DESCRIPTOR
19122,C23.550.737,Nerve Degeneration
19123,C23.550.737.500,Retrograde Degeneration
19124,C23.550.737.625,Subacute Combined Degeneration
19125,C23.550.737.750,Wallerian Degeneration
19126,C23.550.744,Ochronosis
19127,C23.550.751,"Ossification, Heterotopic"
19128,C23.550.751.500,Ossification of Posterior Longitudinal Ligament
19129,C23.550.755,Pigmentation Disorders
19130,C23.550.759,Polydipsia
19131,C23.550.759.500,"Polydipsia, Psychogenic"
19132,C23.550.767,Postoperative Complications
19133,C23.550.767.050,Afferent Loop Syndrome
19134,C23.550.767.071,Anastomotic Leak
19135,C23.550.767.082,Breast Cancer Lymphedema
19136,C23.550.767.093,Corneal Endothelial Cell Loss
19137,C23.550.767.115,Coronary-Subclavian Steal Syndrome
19138,C23.550.767.137,Delayed Emergence from Anesthesia
19139,C23.550.767.181,Emergence Delirium
19140,C23.550.767.225,Failed Back Surgery Syndrome
19141,C23.550.767.400,"Graft Occlusion, Vascular"
19142,C23.550.767.500,Incisional Hernia
19143,C23.550.767.600,Malignant Hyperthermia
19144,C23.550.767.700,"Pain, Postoperative"
19145,C23.550.767.700.500,Phantom Limb
19146,C23.550.767.775,Postcholecystectomy Syndrome
19147,C23.550.767.812,Postgastrectomy Syndromes
19148,C23.550.767.812.500,Dumping Syndrome
19149,C23.550.767.850,Postoperative Hemorrhage
19150,C23.550.767.850.500,Endoleak
19151,C23.550.767.859,Postoperative Nausea and Vomiting
19152,C23.550.767.863,Postpericardiotomy Syndrome
19153,C23.550.767.865,Prosthesis Failure
19154,C23.550.767.865.500,Implant Capsular Contracture
19155,C23.550.767.868,Prosthesis-Related Infections
19156,C23.550.767.877,Reperfusion Injury
19157,C23.550.767.877.500,Myocardial Reperfusion Injury
19158,C23.550.767.877.750,Primary Graft Dysfunction
19159,C23.550.767.879,"Shock, Surgical"
19160,C23.550.767.882,Short Bowel Syndrome
19161,C23.550.767.884,Slit Ventricle Syndrome
19162,C23.550.767.887,Surgical Wound Dehiscence
19163,C23.550.767.925,Surgical Wound Infection
19164,C23.550.767.962,Vasoplegia
19165,C23.550.770,"Protein Aggregation, Pathological"
19166,C23.550.773,Respiratory Aspiration
19167,C23.550.773.500,Respiratory Aspiration of Gastric Contents
19168,C23.550.794,Retropneumoperitoneum
19169,C23.550.823,Sclerosis
19170,C23.550.835,Shock
19171,C23.550.835.525,Multiple Organ Failure
19172,C23.550.835.550,"Shock, Cardiogenic"
19173,C23.550.835.650,"Shock, Hemorrhagic"
19174,C23.550.835.775,"Shock, Surgical"
19175,C23.550.835.888,"Shock, Traumatic"
19176,C23.550.835.900,Systemic Inflammatory Response Syndrome
19177,C23.550.835.900.712,"Shock, Septic"
19178,C23.550.863,Teratogenesis
19179,C23.550.891,Ulcer
19180,C23.550.918,Vascular Remodeling
19181,C23.550.945,Yang Deficiency
19182,C23.550.972,Yin Deficiency
19183,C23.888,Signs and Symptoms
19184,C23.888.069,"Aging, Premature"
19185,C23.888.089,Asthenia
19186,C23.888.119,Body Temperature Changes
19187,C23.888.119.344,Fever
19188,C23.888.119.344.345,Fever of Unknown Origin
19189,C23.888.119.344.672,Sweating Sickness
19190,C23.888.119.565,Hypothermia
19191,C23.888.144,Body Weight
19192,C23.888.144.186,Birth Weight
19193,C23.888.144.186.500,Fetal Macrosomia
19194,C23.888.144.243,Body Weight Changes
19195,C23.888.144.243.463,Body-Weight Trajectory
19196,C23.888.144.243.926,Weight Gain
19197,C23.888.144.243.926.500,Gestational Weight Gain
19198,C23.888.144.243.963,Weight Loss
19199,C23.888.144.243.963.500,Emaciation
19200,C23.888.144.243.963.500.500,Cachexia
19201,C23.888.144.300,Fetal Weight
19202,C23.888.144.699,Overweight
19203,C23.888.144.699.500,Obesity
19204,C23.888.144.699.500.250,"Obesity, Metabolically Benign"
19205,C23.888.144.699.500.500,"Obesity, Morbid"
19206,C23.888.144.699.500.750,Pediatric Obesity
19207,C23.888.144.828,Thinness
19208,C23.888.176,"Cardiac Output, High"
19209,C23.888.192,"Cardiac Output, Low"
19210,C23.888.208,Chills
19211,C23.888.248,Cyanosis
19212,C23.888.248.500,Infantile Apparent Life-Threatening Event
19213,C23.888.277,Edema
19214,C23.888.277.197,"Edema, Cardiac"
19215,C23.888.277.395,Hydrops Fetalis
19216,C23.888.307,Eye Manifestations
19217,C23.888.307.500,Eye Hemorrhage
19218,C23.888.307.625,Eye Pain
19219,C23.888.307.750,Susac Syndrome
19220,C23.888.338,Failure to Thrive
19221,C23.888.369,Fatigue
19222,C23.888.369.500,Mental Fatigue
19223,C23.888.369.500.250,"Alert Fatigue, Health Personnel"
19224,C23.888.369.500.500,Compassion Fatigue
19225,C23.888.378,Feminization
19226,C23.888.380,Fetal Distress
19227,C23.888.447,Heart Murmurs
19228,C23.888.447.500,Systolic Murmurs
19229,C23.888.475,Hot Flashes
19230,C23.888.512,Hypergammaglobulinemia
19231,C23.888.516,Hyperlactatemia
19232,C23.888.521,Hypertriglyceridemic Waist
19233,C23.888.531,Intermittent Claudication
19234,C23.888.541,Medically Unexplained Symptoms
19235,C23.888.550,Mobility Limitation
19236,C23.888.571,Motion Sickness
19237,C23.888.571.800,Space Motion Sickness
19238,C23.888.582,Myocardial Stunning
19239,C23.888.592,Neurologic Manifestations
19240,C23.888.592.057,Bilateral Vestibulopathy
19241,C23.888.592.114,Cerebrospinal Fluid Leak
19242,C23.888.592.114.249,Cerebrospinal Fluid Otorrhea
19243,C23.888.592.114.624,Cerebrospinal Fluid Rhinorrhea
19244,C23.888.592.298,Decerebrate State
19245,C23.888.592.350,Dyskinesias
19246,C23.888.592.350.090,Ataxia
19247,C23.888.592.350.090.200,Cerebellar Ataxia
19248,C23.888.592.350.090.600,Gait Ataxia
19249,C23.888.592.350.110,Athetosis
19250,C23.888.592.350.200,Catalepsy
19251,C23.888.592.350.250,Chorea
19252,C23.888.592.350.275,"Dyskinesia, Drug-Induced"
19253,C23.888.592.350.275.500,Tardive Dyskinesia
19254,C23.888.592.350.300,Dystonia
19255,C23.888.592.350.300.800,Torticollis
19256,C23.888.592.350.350,Hyperkinesis
19257,C23.888.592.350.400,Hypokinesia
19258,C23.888.592.350.500,Myoclonus
19259,C23.888.592.350.600,Psychomotor Agitation
19260,C23.888.592.350.600.500,"Akathisia, Drug-Induced"
19261,C23.888.592.350.675,Synkinesis
19262,C23.888.592.350.700,Tics
19263,C23.888.592.350.850,Tremor
19264,C23.888.592.413,"Gait Disorders, Neurologic"
19265,C23.888.592.413.400,Gait Apraxia
19266,C23.888.592.413.450,Gait Ataxia
19267,C23.888.592.544,Meningism
19268,C23.888.592.604,Neurobehavioral Manifestations
19269,C23.888.592.604.039,Anhedonia
19270,C23.888.592.604.115,Catatonia
19271,C23.888.592.604.150,Communication Disorders
19272,C23.888.592.604.150.500,Language Disorders
19273,C23.888.592.604.150.500.050,Agraphia
19274,C23.888.592.604.150.500.090,Anomia
19275,C23.888.592.604.150.500.300,Dyslexia
19276,C23.888.592.604.150.500.300.200,"Dyslexia, Acquired"
19277,C23.888.592.604.150.500.300.200.100,"Alexia, Pure"
19278,C23.888.592.604.150.500.550,Language Development Disorders
19279,C23.888.592.604.150.500.800,Speech Disorders
19280,C23.888.592.604.150.500.800.100,Aphasia
19281,C23.888.592.604.150.500.800.100.100,"Aphasia, Broca"
19282,C23.888.592.604.150.500.800.100.111,"Aphasia, Conduction"
19283,C23.888.592.604.150.500.800.100.155,"Aphasia, Primary Progressive"
19284,C23.888.592.604.150.500.800.100.155.600,Primary Progressive Nonfluent Aphasia
19285,C23.888.592.604.150.500.800.100.166,"Aphasia, Wernicke"
19286,C23.888.592.604.150.500.800.150,Articulation Disorders
19287,C23.888.592.604.150.500.800.150.200,Dysarthria
19288,C23.888.592.604.150.500.800.300,Echolalia
19289,C23.888.592.604.150.500.800.500,Mutism
19290,C23.888.592.604.150.500.800.750,Stuttering
19291,C23.888.592.604.150.550,Learning Disorders
19292,C23.888.592.604.150.550.099,Dyscalculia
19293,C23.888.592.604.150.550.200,Dyslexia
19294,C23.888.592.604.150.550.200.500,"Dyslexia, Acquired"
19295,C23.888.592.604.339,Confusion
19296,C23.888.592.604.339.500,Delirium
19297,C23.888.592.604.339.500.500,Emergence Delirium
19298,C23.888.592.604.359,Consciousness Disorders
19299,C23.888.592.604.359.800,Unconsciousness
19300,C23.888.592.604.359.800.200,Coma
19301,C23.888.592.604.359.800.400,Persistent Vegetative State
19302,C23.888.592.604.359.800.500,Stupor
19303,C23.888.592.604.359.800.600,Syncope
19304,C23.888.592.604.359.800.600.500,"Syncope, Vasovagal"
19305,C23.888.592.604.444,Lethargy
19306,C23.888.592.604.529,Memory Disorders
19307,C23.888.592.604.529.100,Amnesia
19308,C23.888.592.604.529.100.075,"Amnesia, Anterograde"
19309,C23.888.592.604.529.100.150,"Amnesia, Retrograde"
19310,C23.888.592.604.529.100.800,"Amnesia, Transient Global"
19311,C23.888.592.604.529.400,Korsakoff Syndrome
19312,C23.888.592.604.529.400.500,Alcoholic Korsakoff Syndrome
19313,C23.888.592.604.646,Intellectual Disability
19314,C23.888.592.604.764,Perceptual Disorders
19315,C23.888.592.604.764.100,Agnosia
19316,C23.888.592.604.764.100.300,Gerstmann Syndrome
19317,C23.888.592.604.764.100.650,Prosopagnosia
19318,C23.888.592.604.764.150,Alice in Wonderland Syndrome
19319,C23.888.592.604.764.175,Allesthesia
19320,C23.888.592.604.764.200,Auditory Perceptual Disorders
19321,C23.888.592.604.764.300,Hallucinations
19322,C23.888.592.604.764.300.500,Charles Bonnet Syndrome
19323,C23.888.592.604.764.400,Illusions
19324,C23.888.592.604.764.700,Phantom Limb
19325,C23.888.592.604.882,Psychomotor Disorders
19326,C23.888.592.604.882.350,Apraxias
19327,C23.888.592.604.882.350.099,Alien Hand Syndrome
19328,C23.888.592.604.882.350.200,"Apraxia, Ideomotor"
19329,C23.888.592.604.882.350.600,Gait Apraxia
19330,C23.888.592.604.882.700,Psychomotor Agitation
19331,C23.888.592.608,Neuromuscular Manifestations
19332,C23.888.592.608.250,Fasciculation
19333,C23.888.592.608.500,Muscle Cramp
19334,C23.888.592.608.550,Muscle Hypertonia
19335,C23.888.592.608.550.500,Muscle Rigidity
19336,C23.888.592.608.550.550,Muscle Spasticity
19337,C23.888.592.608.575,Muscle Hypotonia
19338,C23.888.592.608.593,Muscle Weakness
19339,C23.888.592.608.612,Muscular Atrophy
19340,C23.888.592.608.612.500,Sarcopenia
19341,C23.888.592.608.650,Myokymia
19342,C23.888.592.608.700,Myotonia
19343,C23.888.592.608.750,Spasm
19344,C23.888.592.608.750.400,Hemifacial Spasm
19345,C23.888.592.608.750.700,Trismus
19346,C23.888.592.608.875,Tetany
19347,C23.888.592.610,Orthostatic Intolerance
19348,C23.888.592.612,Pain
19349,C23.888.592.612.054,Abdominal Pain
19350,C23.888.592.612.054.200,"Abdomen, Acute"
19351,C23.888.592.612.081,Acute Pain
19352,C23.888.592.612.094,Arthralgia
19353,C23.888.592.612.094.700,Shoulder Pain
19354,C23.888.592.612.107,Back Pain
19355,C23.888.592.612.107.200,Failed Back Surgery Syndrome
19356,C23.888.592.612.107.400,Low Back Pain
19357,C23.888.592.612.191,Breakthrough Pain
19358,C23.888.592.612.212,Cancer Pain
19359,C23.888.592.612.233,Chest Pain
19360,C23.888.592.612.233.500,Angina Pectoris
19361,C23.888.592.612.233.500.150,"Angina, Unstable"
19362,C23.888.592.612.233.500.150.150,"Angina Pectoris, Variant"
19363,C23.888.592.612.233.500.575,"Angina, Stable"
19364,C23.888.592.612.274,Chronic Pain
19365,C23.888.592.612.302,Earache
19366,C23.888.592.612.316,Eye Pain
19367,C23.888.592.612.330,Facial Pain
19368,C23.888.592.612.330.500,Toothache
19369,C23.888.592.612.386,Flank Pain
19370,C23.888.592.612.414,Glossalgia
19371,C23.888.592.612.441,Headache
19372,C23.888.592.612.441.500,Slit Ventricle Syndrome
19373,C23.888.592.612.451,Labor Pain
19374,C23.888.592.612.530,Mastodynia
19375,C23.888.592.612.540,Metatarsalgia
19376,C23.888.592.612.540.500,Morton Neuroma
19377,C23.888.592.612.547,Musculoskeletal Pain
19378,C23.888.592.612.547.249,Myalgia
19379,C23.888.592.612.547.500,Pelvic Girdle Pain
19380,C23.888.592.612.553,Neck Pain
19381,C23.888.592.612.664,Neuralgia
19382,C23.888.592.612.664.275,Morton Neuroma
19383,C23.888.592.612.664.550,"Neuralgia, Postherpetic"
19384,C23.888.592.612.664.675,Piriformis Muscle Syndrome
19385,C23.888.592.612.664.737,Pudendal Neuralgia
19386,C23.888.592.612.664.800,Sciatica
19387,C23.888.592.612.720,Nociceptive Pain
19388,C23.888.592.612.720.500,Visceral Pain
19389,C23.888.592.612.776,"Pain, Intractable"
19390,C23.888.592.612.832,"Pain, Postoperative"
19391,C23.888.592.612.832.500,Phantom Limb
19392,C23.888.592.612.860,"Pain, Procedural"
19393,C23.888.592.612.888,"Pain, Referred"
19394,C23.888.592.612.944,Pelvic Pain
19395,C23.888.592.612.944.500,Dysmenorrhea
19396,C23.888.592.612.944.625,Pelvic Girdle Pain
19397,C23.888.592.612.944.750,Piriformis Muscle Syndrome
19398,C23.888.592.612.972,Renal Colic
19399,C23.888.592.636,Paralysis
19400,C23.888.592.636.214,Facial Paralysis
19401,C23.888.592.636.263,Gastroparesis
19402,C23.888.592.636.312,Hemiplegia
19403,C23.888.592.636.447,Ophthalmoplegia
19404,C23.888.592.636.447.511,"Ophthalmoplegia, Chronic Progressive External"
19405,C23.888.592.636.447.511.500,Kearns-Sayre Syndrome
19406,C23.888.592.636.447.600,Ophthalmoplegic Migraine
19407,C23.888.592.636.447.690,"Supranuclear Palsy, Progressive"
19408,C23.888.592.636.637,Paraplegia
19409,C23.888.592.636.637.300,Brown-Sequard Syndrome
19410,C23.888.592.636.711,Pseudobulbar Palsy
19411,C23.888.592.636.786,Quadriplegia
19412,C23.888.592.636.812,Respiratory Paralysis
19413,C23.888.592.636.943,Vocal Cord Paralysis
19414,C23.888.592.643,Paresis
19415,C23.888.592.643.500,Paraparesis
19416,C23.888.592.643.500.500,"Paraparesis, Spastic"
19417,C23.888.592.700,Psychophysiologic Disorders
19418,C23.888.592.708,Pupil Disorders
19419,C23.888.592.708.150,Anisocoria
19420,C23.888.592.708.362,Miosis
19421,C23.888.592.708.362.500,Horner Syndrome
19422,C23.888.592.708.575,Tonic Pupil
19423,C23.888.592.717,"Reflex, Abnormal"
19424,C23.888.592.742,Seizures
19425,C23.888.592.742.143,Alcohol Withdrawal Seizures
19426,C23.888.592.742.571,"Seizures, Febrile"
19427,C23.888.592.742.785,Status Epilepticus
19428,C23.888.592.742.785.260,Epilepsia Partialis Continua
19429,C23.888.592.763,Sensation Disorders
19430,C23.888.592.763.237,Dizziness
19431,C23.888.592.763.393,Hearing Disorders
19432,C23.888.592.763.393.341,Hearing Loss
19433,C23.888.592.763.393.341.186,Deafness
19434,C23.888.592.763.393.341.186.500,Deaf-Blind Disorders
19435,C23.888.592.763.393.341.374,"Hearing Loss, Bilateral"
19436,C23.888.592.763.393.341.562,"Hearing Loss, Conductive"
19437,C23.888.592.763.393.341.750,"Hearing Loss, Functional"
19438,C23.888.592.763.393.341.812,"Hearing Loss, High-Frequency"
19439,C23.888.592.763.393.341.849,"Hearing Loss, Mixed Conductive-Sensorineural"
19440,C23.888.592.763.393.341.887,"Hearing Loss, Sensorineural"
19441,C23.888.592.763.393.341.887.432,"Hearing Loss, Central"
19442,C23.888.592.763.393.341.887.460,"Hearing Loss, Noise-Induced"
19443,C23.888.592.763.393.341.887.772,Presbycusis
19444,C23.888.592.763.393.341.887.886,Usher Syndromes
19445,C23.888.592.763.393.341.900,"Hearing Loss, Sudden"
19446,C23.888.592.763.393.341.950,"Hearing Loss, Unilateral"
19447,C23.888.592.763.393.505,Hyperacusis
19448,C23.888.592.763.393.670,Tinnitus
19449,C23.888.592.763.550,Olfaction Disorders
19450,C23.888.592.763.770,Somatosensory Disorders
19451,C23.888.592.763.770.400,Hyperalgesia
19452,C23.888.592.763.770.450,Hyperesthesia
19453,C23.888.592.763.770.500,Hypesthesia
19454,C23.888.592.763.770.875,Paresthesia
19455,C23.888.592.763.861,Taste Disorders
19456,C23.888.592.763.861.184,Ageusia
19457,C23.888.592.763.861.479,Dysgeusia
19458,C23.888.592.763.941,Vision Disorders
19459,C23.888.592.763.941.036,Alice in Wonderland Syndrome
19460,C23.888.592.763.941.073,Amblyopia
19461,C23.888.592.763.941.162,Blindness
19462,C23.888.592.763.941.162.125,Amaurosis Fugax
19463,C23.888.592.763.941.162.250,"Blindness, Cortical"
19464,C23.888.592.763.941.162.625,Deaf-Blind Disorders
19465,C23.888.592.763.941.256,Color Vision Defects
19466,C23.888.592.763.941.339,Diplopia
19467,C23.888.592.763.941.512,Hemianopsia
19468,C23.888.592.763.941.661,Photophobia
19469,C23.888.592.763.941.811,Scotoma
19470,C23.888.592.763.941.848,"Vision, Low"
19471,C23.888.592.796,Sleep Wake Disorders
19472,C23.888.592.796.772,Sleep Deprivation
19473,C23.888.592.848,Susac Syndrome
19474,C23.888.592.900,"Urinary Bladder, Neurogenic"
19475,C23.888.592.958,Vertigo
19476,C23.888.592.958.500,Benign Paroxysmal Positional Vertigo
19477,C23.888.592.979,Voice Disorders
19478,C23.888.592.979.100,Aphonia
19479,C23.888.592.979.325,Dysphonia
19480,C23.888.592.979.550,Hoarseness
19481,C23.888.619,Oral Manifestations
19482,C23.888.619.500,Oral Hemorrhage
19483,C23.888.663,Polydipsia
19484,C23.888.663.500,"Polydipsia, Psychogenic"
19485,C23.888.672,Prodromal Symptoms
19486,C23.888.681,Pseudophakia
19487,C23.888.721,Renal Colic
19488,C23.888.760,Reticulocytosis
19489,C23.888.821,"Signs and Symptoms, Digestive"
19490,C23.888.821.030,Abdominal Pain
19491,C23.888.821.030.249,"Abdomen, Acute"
19492,C23.888.821.061,Aerophagy
19493,C23.888.821.108,Anorexia
19494,C23.888.821.150,Constipation
19495,C23.888.821.214,Diarrhea
19496,C23.888.821.214.500,"Diarrhea, Infantile"
19497,C23.888.821.236,Dyspepsia
19498,C23.888.821.266,Encopresis
19499,C23.888.821.297,Eructation
19500,C23.888.821.360,Flatulence
19501,C23.888.821.387,Food Intolerance
19502,C23.888.821.414,Gagging
19503,C23.888.821.475,Halitosis
19504,C23.888.821.525,Heartburn
19505,C23.888.821.578,Hiccup
19506,C23.888.821.645,Hyperphagia
19507,C23.888.821.645.500,Bulimia
19508,C23.888.821.712,Nausea
19509,C23.888.821.712.700,Postoperative Nausea and Vomiting
19510,C23.888.821.825,Pica
19511,C23.888.821.937,Vomiting
19512,C23.888.821.937.019,Hematemesis
19513,C23.888.821.937.049,Morning Sickness
19514,C23.888.821.937.049.500,Hyperemesis Gravidarum
19515,C23.888.821.937.059,Postoperative Nausea and Vomiting
19516,C23.888.821.937.080,"Vomiting, Anticipatory"
19517,C23.888.852,"Signs and Symptoms, Respiratory"
19518,C23.888.852.040,Epistaxis
19519,C23.888.852.079,Hypoxia
19520,C23.888.852.079.594,Fetal Hypoxia
19521,C23.888.852.130,Apnea
19522,C23.888.852.227,Cheyne-Stokes Respiration
19523,C23.888.852.293,Cough
19524,C23.888.852.371,Dyspnea
19525,C23.888.852.371.396,"Dyspnea, Paroxysmal"
19526,C23.888.852.430,Hemoptysis
19527,C23.888.852.490,Hoarseness
19528,C23.888.852.544,Hypercapnia
19529,C23.888.852.567,Hyperoxia
19530,C23.888.852.591,Hyperventilation
19531,C23.888.852.614,Hypocapnia
19532,C23.888.852.638,Hypoventilation
19533,C23.888.852.700,Infantile Apparent Life-Threatening Event
19534,C23.888.852.761,Mouth Breathing
19535,C23.888.852.779,Respiratory Sounds
19536,C23.888.852.779.850,Snoring
19537,C23.888.852.889,Sneezing
19538,C23.888.852.944,Tachypnea
19539,C23.888.852.944.500,Transient Tachypnea of the Newborn
19540,C23.888.885,Skin Manifestations
19541,C23.888.885.250,Cafe-au-Lait Spots
19542,C23.888.885.281,Cellulite
19543,C23.888.885.312,Ecchymosis
19544,C23.888.885.328,Erythema
19545,C23.888.885.344,Flushing
19546,C23.888.885.375,Jaundice
19547,C23.888.885.375.500,"Jaundice, Obstructive"
19548,C23.888.885.437,Livedo Reticularis
19549,C23.888.885.468,Necrolytic Migratory Erythema
19550,C23.888.885.500,Pallor
19551,C23.888.885.625,Pruritus
19552,C23.888.885.625.500,Tinea Pedis
